	title	content
41	Asian Games 2018 Berakhir, Jokowi: Saya Ingin Naik Motor Lagi - nasional Tempo.co	"	 TEMPO.CO, Jakarta - Penutupan Asian Games 2018 akan digelar pada Ahad sore, 2 September 2018. Presiden Joko Widodo atau Jokowi pun mengaku ingin melakukan upacara pembukaan Asian Games 2018 lagi.""Saya ingin naik motor lagi dan dapat sambutan. Saya ingin ada tambahan 31 medali emas lagi. Saya juga ingin terus melihat Merah Putih dikibarkan dan Indonesia Raya terus dikumandangkan,"" kata Jokowi di Istana Negara, Jakarta, Ahad, 2 September.Baca: Para Atlet Ini Terima Buku Tabungan Bonus Asian Games dari JokowiSebelumnya, saat pembukaan Asian Games 2018 pada 18 Agustus 2018, Jokowi merupakan tokoh yang menjadi perhatian. Sebab, ketika itu, kedatangannya ke Gelora Bung Karno dari Istana Bogor dikemas dengan aksi ekstrem.Saat pembukaan, sebuah video yang berisi perjalanan Jokowi menuju GBK dari Istana Bogor diputar. Dalam tayangan itu, rombongan Jokowi yang tengah berjalan beriringan terjebak macet oleh warga Jakarta yang memadati jalan untuk menyaksikan acara pembukaan Asian Games 2018.Demi menembus kemacetan, Jokowi, yang diperankan oleh stuntman, memilih keluar dari mobilnya dan menaiki sepeda motor besar milik Pasukan Pengamanan Presiden. Berbagai aksi ekstrem dilakukan Jokowi dengan sepeda motor besar itu untuk bisa sampai di GBK. Mulai menerbangkan sepeda motor, meliuk-liuk di tengah kemacetan dan gang-gang sempit Jakarta, hingga rem mendadak dengan gaya stoppie.Baca: Asian Games 2018 Berakhir, Ini Beberapa Catatan Erick ThohirJokowi mengatakan dia sangat bangga atas prestasi para atlet. Ia mengapresiasi perjuangan dan dedikasi mereka dalam meraih medali.Jokowi mengatakan, bukan rakyat saja terkejut, tapi dunia juga terkejut dengan torehan sejarah yang diciptakan para atlet. Sebab, di Asian Games sebelumnya, Indonesia hanya meraih empat medali emas. ""Kemudian melompat menjadi 31 emas,"" kata dia.Tak hanya para atlet, Jokowi juga mengapresiasi kesuksesan pihak penyelenggara Asian Games. Ia memahami bahwa melayani 17 ribu atlet dan official yang datang ke Indonesia merupakan hal yang sulit.Selain itu, pemerintah hanya diberikan waktu singkat 3,5 tahun untuk menyiapkan infrastruktur fasilitas olahraga internasional. Padahal, kata Jokowi, negara lain mempersiapkan diri selama 8-10 tahun.""Kita hanya 3,5 tahun. Pak Wapres hampir setiap hari Minggu, pak menteri, datang lihat, check venue, saya juga cek, cek. Ini manajemen yang sudah kita hadirkan dari negara untuk mempersiapkan perhelatan besar Asian Games 2018,"" kata Jokowi.Baca: Klasemen Akhir Medali Asian Games 2018: Indonesia Posisi Ke-4"
42	Wapres Jusuf Kalla Gantikan Jokowi di Penutupan Asian Games 2018 - nasional Tempo.co	"	 TEMPO.CO, Jakarta - Wakil Presiden Jusuf Kalla akan menggantikan Presiden Joko Widodo atau Jokowi memimpin upacara penutupan Asian Games 2018. ""Pak JK akan sampaikan pidato penutupan, diakhiri pernyataan Asian Games selesai,"" kata Juru Bicara Wakil Presiden, Husain Abdullah, kepada Tempo, Ahad, 2 September 2018.Baca juga: Merapat ke Jokowi - Ma'ruf, Deddy Mizwar: Pilih yang Lebih BaikHusain mengatakan, penutupan Asian Games nanti sore secara resmi akan ditutup oleh Presiden Olympic Council of Asia (OCA) atau Dewan Olimpiade Asia, Sheikh Ahmad Al-Fahad.Presiden Joko Widodo atau Jokowi dipastikan tak akan menghadiri acara penutupan Asian Games 2018, pada Ahad, 2 September 2018. Ia beralasan harus terbang ke Lombok, Nusa Tenggara Barat, untuk menengok korban gempa Lombok.Meski tidak hadir di Stadion Utama Gelora Bung Karno, Jokowi mengatakan tetap akan menyaksikan upacara penutupan melalui siaran televisi bersama dengan masyarakat Lombok.Baca juga: Jokowi: Indonesia Segera Ajukan Diri Tuan Rumah Olimpiade 2032""Saya besok akan ke Lombok, NTB, pagi hari. Iya besok (nonton bareng) di sana,"" kata Jokowi setelah menghadiri acara pembukaan pekan orientasi calon legislatif Partai NasDem di Hotel Mercure, Ancol, Jakarta, Sabtu, 1 September 2018.Upacara penutupan Asian Games akan berlangsung di Stadion Utama Gelora Bung Karno, pada Minggu, 2 September 2018, pukul 19.00. Pembukaan bagi pengunjung yang akan hadir bisa dimulai sejak pukul 15.00."
43	Surya Paloh: Kalau Kubu Sebelah yang Mimpin, Emang Dolar Turun? - nasional Tempo.co	"	 TEMPO.CO, Jakarta - Ketua Umum Partai Nasional Demokrat (NasDem) Surya Paloh memberi tanggapannya terkait dengan isu ekonomi yang digunakan kubu Prabowo Subianto untuk menyerang kubu petahana Joko Widodo atau Jokowi. Menurut Paloh, Jokowi hanya perlu menanggapi kritik tersebut dengan senyuman.Baca juga: Prabowo Bandingkan Kerja Pemerintah Indonesia dengan Cina dan Jepang""Emangnya kalau kubu sebelah yang jadi pimpinan, dolar bisa hari ini turun? Belum tentu,"" kata Surya Paloh di Hotel Mercure Ancol, Jakarta, Sabtu, 1 September 2018.Sebelumnya, calon presiden Prabowo Subianto berpendapat melemahnya nilai tukar rupiah lantaran ekonomi Indonesia tidak kunjung menguat. Pada Sabtu, 1 September 2018, nilai tukar rupiah berada pada Rp 14.700.""Mata uang kita tidak kuat karena ekonomi kita tidak kuat,"" ujar Prabowo di Hotel Sahid Jaya di Jakarta Selatan, Sabtu.Prabowo menilai ekonomi Indonesia tidak akan menguat selama produksi dan kekayaan dalam negeri mengalir ke luar negeri. Menurut Prabowo, harus ada perubahan sistem ekonomi untuk memperbaiki kondisi ekonomi yang semakin sulit.Baca juga: Pengadangan #2019GantiPresiden, Jokowi: Demokrasi Ada BatasnyaSelain perubahan ekonomi, dia melanjutkan, sistem politik di dalam negeri harus diperbaiki. ""Setiap lapisan harus memiliki kesadaran untuk perubahan pada sistem ekonomi dan politik, situasi ekonomi hari ini sulit,"" ujarnya.Prabowo berpendapat, faktor lain yang membuat ekonomi di dalam negeri lemah adalah utang luar negeri Indonesia. Menurut dia, setiap hari, utang Indonesia naik Rp 1 triliun."
44	Sandiaga Uno Perbanyak Ekonom Sebagai Juru Bicara Tim Kampanye - nasional Tempo.co	"	 TEMPO.CO, Jakarta - Calon wakil presiden pasangan Prabowo Subianto, Sandiaga Uno mengatakan juru bicara tim kampanyenya akan banyak berasal dari kalangan ekonom. Sebab, kata dia, isu ekonomi menjadi salah satu fokus visi misinya bersama Prabowo.  ""Banyak yang dari sisi ekonomi menurut saya. Itu yang nanti akan tergaris bawahi,"" ujar Sandi di rumahnya, Jalan Jenggala II, Jakarta Selatan, Ahad, 2 September 2018. Sandi mengatakan kalangan ekonom tersebut nantinya akan banyak memberikan pemahaman tentang masalah ekonomi ke masyarakat seperti dollar naik, lapangan pekerjaan, serta harga bahan pokok yang melambung tinggi. ""Kami ingin juru bicara yang bisa memberikan artikulasi ke masyarakat ini keadaan ekonomi perlu kita waspadai dan perlu bersiap-siap,"" katanya. Meski demikian, Sandi tak mau memberi bocoran siapa saja ekonom yang akan dirangkul dalam tim kampanyenya. Saat ini, kata dia, tim kampanye masih terus berunding dengan mitra koalisi. ""Lagi difinalkan, ada beberapa nama yang sudah disampaikan,"" ucapnya. Sandi menuturkan tim kampanye akan diumumkan setelah rapat para sekretaris jenderal partai dan rapat tim pemenangan. Menurut dia, nama-nama yang menjadi juru bicara tim kampanye merupakan orang-orang yang biasa saja. ""Tak ada yang wow, biasa-biasa aja,"" tuturnya. Struktur tim kampanye calon pasangan Prabowo-Sandiaga sampai kini belum disetorkan ke Komisi Pemilihan Umum. Kendati demikian, kubu oposisi ini telah sepakat untuk menjadikan Wakil Ketua Dewan Pembina Partai Gerindra Djoko Santoso sebagai ketua tim kampanye nasional. Anggota Dewan Pembina Partai Gerindra, Habiburokhman, mengatakan tim pemenangan Prabowo-Sandi sudah diisi sejumlah nama. Mereka berasal dari partai politik pengusung, yakni Gerindra, Demokrat, PKS, dan PAN, serta partai pendukung, yakni Partai Berkarya. Menurut Habiburokhman, ada pula profesional yang masuk ke dalam tim. ""Tim pemenangan tinggal didaftarkan, nama-nama sudah dimasukkan, ada 12 direktorat yang jumlahnya seratusan orang,"" katanya. SYAFIUL HADI | REZKI ALVIONITASARI"
45	Jokowi Undang Peraih Medali Asian Games 2018 ke Istana - nasional Tempo.co	"	 TEMPO.CO, Jakarta - Presiden Joko Widodo atau Jokowi mengundang para atlet dan pelatih nasional peraih medali pada Asian Games 2018 ke Istana Negara, Jakarta, Ahad, 2 September 2018. ""Saya ingin mengatakan bahwa Indonesia bangga atas prestasi saudara-saudara sekalian para atlet,"" kata Jokowi dalam sambutannya.Menurut Jokowi, Indonesia bangga dengan perjuangan para atlet dalam meraih prestasi. Indonesia juga bangga dengan ketulusan para atlet, official, dan dedikasi para pengurus cabang olahraga. Jokowi mengatakan, bukan rakyat saja terkejut, tapi dunia juga terkejut dengan torehan sejarah yang diciptakan para atlet. Sebab, di Asian Games sebelumnya, Indonesia hanya meraih empat medali emas. ""Kemudian melompat menjadi 31 emas,"" kata dia.Saat pemerintah menargetkan 16 emas, Jokowi mengaku banyak pihak yang menyangsikan dan pesimistis. Ia sampai berkali-kali memastikan bersama Wakil Presiden Jusuf Kalla bahwa target 16 medali emas itu realistis. Hari ini, kata Jokowi, target medali itu menjadi bukti nyata. Total ada 98 medali emas, perak, dan perunggu yang didapat para atlet dari seluruh cabang olahraga yang dipertandingkan.""Ini lompatan besar yang bisa kita jadikan fondasi untuk prestasi selanjutnya. Karena sebelumnya, saya ngomong apa adanya, kita di urutan ke-17, sekarang urutan ke-4. Itu lompatan besar,"" ujarnya.Atas prestasi tersebut, Jokowi memastikan para atlet akan mendapatkan bonus yang telah dijanjikan pemerintah. ""Bonus para atlet peraih medali saya ingin berikan secepatnya sebelum penutupan dilakukan. Kalau siang nanti, sore nanti ada tambahan medali, saya berikan langsung juga di sini,"" kata Jokowi.Perburuan medali Asian Games 2018 sudah berakhir dan pesta olahraga empat tahunan itu akan ditutup Ahad ini, 2 September 2018.Cina, seperti diprediksi, kembali mendominasi dan menjadi juara umum. Mereka mengumpulkan 132 emas, hampir dua kali lipat dari Jepang yang finis kedua dengan 74 emas.Indonesia berhasil melebihi target yang ditetapkan di Asian Games ini. Tim Merah Putih mengumpulkan 31 emas, yang dilengkapi dengan 24 perak dan 43 perunggu, sehingga finis di posisi empat besar. Hasil ini jauh di atas target awal, yakni 16 emas dan masuk posisi 10 besar.Indonesia juga layak berbangga karena negara Asia Tenggara lain tak ada yang berhasil masuk posisi 10 besar. Posisi terbaik diraih Thailand yang finis ke-12 dengan 11 emas.FRISKI RIANA"
46	Jokowi Minta Caleg dan Akar Rumput Komunikasi Intensif - nasional Tempo.co	"	 TEMPO.CO, Jakarta - Presiden Joko Widodo meminta para calon anggota legislatif melakukan komunikasi secara intensif dengan masyarakat akar rumput. ""Intinya memang harus berkomunikasi dengan akar rumput, berkomunikasi dengan masyarakat bawah, tentu saja dengan bahasa-bahasa mereka,"" kata Joko Widodo seusai membuka Pekan Orientasi Calon Legislatif DPR RI dan Tim Pemenangan Pemilu Legislatif dan Pemilu Presiden 2019 Partai Nasdem di kawasan Ancol Jakarta Utara, Sabtu, 1 September 2018 malam. Jokowi menyebutkan cara itu akan memudahkan calon anggota legislatif meraih suara. Jokowi yang kembali diajukan sebagai calon presiden,  oleh gabungan partai satu di antaranya NasDem, meminta para calon legislator dari Partai Nasdem menyampaikan program-program yang telah dilaksanakan oleh pemerintah.   “Program-program yang telah dilakukan oleh pemerintah itu juga perlu disampaikan kepada masyarakat sebagai sebuah poin untuk mendapatkan suara,"" kata Jokowi.  Jokowi mengapresiasi dukungan dari Partai Nasdem dan para calon legislator partai itu terhadap dirinya.  ""Dukungan Partai Nasdem memang totalitas, habis-habisan,"" kata Jokowi. Terkait adanya calon legislator eks narapidana, Jokowi mengatakan hal itu sebagai kewenangan Komisi Pemilihan Umum. ""Peraturan PKPU itu wilayahnya KPU. KPU itu independen. Termasuk juga Bawaslu. Mereka mempunyai kewenangan sendiri-sendiri,"" kata dia.ANTARA"
47	Diskusi Ratna Sarumpaet dan Rocky Gerung Dibatalkan Pihak Hotel - nasional Tempo.co	"	 TEMPO.CO, Jakarta - Rencana diskusi publik Ratna Sarumpaet dan Rocky Gerung dipastikan urung digelar di The Zuri Hotel Palembang. Pembatalan itu dibenarkan oleh Presidium Gerakan Selamatkan Indonesia Sumatera Selatan (GSI Sumsel).Baca juga: Sandiaga Uno Bela Dishub DKI: Ratna Sarumpaet Memang MelanggarTerkait dengan hal itu, GSI akan mengajukan tuntutan hukum kepada pihak hotel. Demikian disampaikan Ade Indra Chaniago, anggota Presidium GSI, Sabtu, 1 September 2018. ""Pembatalan baru kami terima menjelang pelaksanaan acara, persisnya semalam,"" kata Ade Indra, Sabtu, 1 September 2018.Ade menegaskan tidak sepatutnya pihak hotel membatalkan sewa. Pasalnya, undangan telah disebar sejak beberapa waktu yang lalu. Ratna Sarumpaet dan Rocky Gerung pun telah tiba di Palembang.Sebelumnya, pihak The Zuri Hotel pada Jumat lalu, dengan ditandatangani General Manager The Zuri Hotel Darwin Siahaan, mengeluarkan surat pemberitahuan pembatalan sewa tempat acara seminar panel diskusi tanggal 1 September 2018, yang menghadirkan Ratna Sarumpaet dan Rocky Gerung selaku pembicara.Dalam surat itu, pihak hotel beralasan pembatalan dilakukan sebagai upaya mencegah kericuhan yang terjadi di daerah Surabaya, Pekanbaru, Riau, dan Bangka Belitung.Baca juga: Komunitas Batak Sebut Ratna Sarumpaet AroganSementara itu, secara terpisah, Ketua Aliansi Sipil di Palembang, Andreas, mengatakan pihaknya menolak keras kehadiran Ratna Sarumpaet dan Rocky Gerung di acara tersebut.Pihaknya mengetahui adanya diskusi melalui brosur diskusi “Selamatkan Indonesia”. Diskusi digelar di The Zuri Hotel pada 1 September dan akan dihadiri tokoh dari Sumatera Selatan. Andreas menilai hadirnya kedua tokoh ini di Palembang memang sengaja dikemas dalam konsep diskusi publik.Namun tetap diyakini memiliki tujuan tertentu. Bahkan Andreas khawatir diskusi nantinya mengganggu stabilitas keamanan. ""Salah satunya pasti soal tagar #2019GantiPresiden dan ini dikhawatirkan dapat menimbulkan gejolak,"" katanya."
48	Prabowo: Negara Begitu Kaya, Tapi Rakyatnya Banyak yang Miskin - nasional Tempo.co	"	 TEMPO.CO, Jakarta - Calon Presiden Prabowo Subianto menyorot utang pemerintah di era Presiden Joko Widodo atau Jokowi.Baca juga: Prabowo: Indonesia Terancam Menjadi Negara Miskin Selamanya“Saudara-saudara, utang Pemerintah kita naik terus. Sekarang hitungannya naiknya Rp 1 triliun setiap hari,” kata Prabowo di Hotel Grand Sahid Jaya, Jakarta Selatan, pada 1 September 2018.Selain itu, ia juga melihat melemahnya nilai tukar rupiah lantaran ekonomi Indonesia tak kunjung menguat.Tercatat pada akhir pekan ini, nilai tukar rupiah berada di kisaran Rp 14.700. Prabowo menilai, ekonomi Indonesia tidak akan kuat selama produksi dan kekayaan dalam negeri mengalir ke negeri.“Harus ada perubahan sistem ekonomi untuk memperbaiki kondisi ekonomi yang semakin sulit,” ucap Prabowo. Kondisi ekonomi yang merosot itu membuat ketimpangan antara orang kaya dan orang miskin di Indonesia. Baca juga: Prabowo Sebut Utang Pemerintah Naik Rp 1 Triliun Setiap HariPrabowo yang berbicara saat meluncurkan buku barunya, Paradoks Indonesia: Negara Kaya Raya, tetapi Masih Banyak Rakyat Hidup Miskin memaparkan kontradiksi kekayaan Indonesia di tengah situasi masyarakat yang miskin. “Saya sedih ada kejanggalan. Negara begitu kaya tapi rakyatnya banyak sekali yang miskin,” ucap dia.Mengutip dari Data Bank Dunia, Prabowo mengatakan, di Indonesia ada 40 orang terkaya yang memiliki kekayaan 584 kali rata-rata orang Indonesia lainnya.""Pertumbuhan ekonomi tidak naik, Indonesia terancam negara miskin selamanya. Ya benar ada orang Indonesia yang kaya raya. Satu persen menguasai setengah kekayaan, 10 persen terkaya menguasai 75 persen kekayaan Indonesia,"" ucap Prabowo.Baca juga: Rupiah 14.700, Prabowo: Resepnya Harus Taat ke UUDKetua Umum Partai Gerindra ini pun mengimbau agar pemerintah bisa menaati undang-undang yang mengatur kekayaan dalam negeri. Saran itu ia utarakan agar Indonesia bisa mencapai tujuan suatu negara.“Adalah yang disebut life, atau kehidupan. Kehidupan yang layak, aman, dan sejahtera. Lalu, memiliki kebebasan berpendapat, berkumpul, tidak dikriminalisasi. Tujuannya agar seluruh rakyat bahagia,” ucap Prabowo."
49	KPK Akan Kawal Proses Hukum Kasus Korupsi Nur Mahmudi Ismail - nasional Tempo.co	"	 TEMPO.CO, Jakarta - Komisi Pemberantasan Korupsi (KPK) akan mengawasi proses hukum kasus korupsi yang menjerat mantan Wali Kota Depok Nur Mahmudi Ismail. KPK menyatakan kasus itu telah dilaporkan ke lembaganya.Baca juga: Diperiksa Polisi, Nur Mahmudi Ismail: Tanya Polisi, Saya Sehat""Setiap kasus korupsi yang ditangani kepolisian dan kejaksaan setelah mereka keluarkan SPDP itu pasti dilaporkan ke KPK,"" kata Wakil Ketua KPK Laode M. Syarif di Jakarta, Ahad, 1 September 2018.Laode mengatakan hal itu merupakan perintah Undang-Undang. Selain itu sudah ada perjanjian kerja sama antara KPK, Kejaksaan dan kepolisian.""Secara otomatis KPK akan mensupervisi proses penyelidikan dan penyidikan kasus yang melibatkan mantan wali kota Depok,"" kata dia.Sebelumnya, Kepolisian Resor Depok telah menetapkan Nur Mahmudi dan mantan Sekretaris Kota Depok Harry Prihanto menjadi tersangka kasus korupsi. Kepolisian menduga mereka terlibat dalam kasus korupsi proyek pengadaan lahan untuk pelebaran jalan Nangka Kelurahan Sukamaju Baru, Kecamatan Tapos, Depok, Jawa Barat pada 2013-2015.Baca juga: Nur Mahmudi Ismail Tersangka Korupsi Proyek Jalan Rp 10 MiliarKepala Kepolisian Resor Kota Depok, Komisaris Besar Didik Sugiarto mengatakan, pembebasan lahan untuk pelebaran Jalan Nangka sebenarnya telah dilakukan oleh pengembang apartemen. Namun Nur Mahmudi Ismail justru mengajukan anggaran pembebasan pada 2013-2015. Penyidik menduga kerugian negara akibat korupsi ini mencapai Rp 10,7 miliar."
50	Ferry Baldan ke Prabowo, Surya Paloh: Saya Pikir Dia Bertapa - nasional Tempo.co	"	 TEMPO.CO, Jakarta - Ketua Umum Partai Nasional Demokrat atau NasDem Surya Paloh enteng menanggapi sikap mantan Menteri Agraria dan Tata Ruang, Ferry Mursyidan Baldan, yang mendukung pasangan Prabowo - Sandiaga dalam pemilihan presiden 2019.Baca juga: Dua Bekas Menteri Jokowi Ini Merapat ke Prabowo - Sandiaga""Ah, selamat-lah kepada Ferry. Itu dulu, ucapan selamat,"" kata Surya di Hotel Mercure Ancol, Jakarta, Sabtu, 1 September 2018.Surya enggan berkomentar mengenai kejelasan status Ferry, apakah masih menjadi kader partai NasDem atau sudah keluar. Ia mempersilakan media bertanya langsung kepada Ferry.""Tanya sama Ferry. Jangan-jangan kalau kami bilang dia masih di NasDem, nanti dia bilang udah enggak di NasDem,"" ucapnya.Surya Paloh berujar sudah lama tidak berkomunikasi dengan Ferry. Ia berkelakar Ferry sudah menghilang. ""Saya pikir dia menghilang bertapa.""Baca juga: Kena Reshuffle, Ferry Mursyidan Baldan Pamit Lewat Sosmed  Sebelumnya, bakal cawapres Sandiaga Uno mengungkapkan Ferry Mursyidan Baldan telah bergabung dalam tim pemenangan Prabowo - Sandiaga. Sandiaga berujar Ferry memiliki kedekatan dengannya dan Prabowo.Pada Pemilihan Umum 2014, Ferry memegang jabatan strategis di Partai NasDem, yakni Ketua Badan Pemenangan Pemilu (Bapilu). Saat itu, NasDem mampu meraih 8.402.812 (6,72 persen) suara."
51	Penghadangan #2019GantiPresiden, Jokowi: Demokrasi Ada Batasnya - nasional Tempo.co	"	 TEMPO.CO, Jakarta - Presiden Joko Widodo atau Jokowi akhirnya buka suara terkait maraknya pelarangan deklarasi #2019GantiPresiden di sejumlah tempat. Menurut dia, meski Indonesia negara demokrasi, namun tetap ada batasan dalam berekspresi.Baca juga: Polisi: #2019GantiPresiden Tak Masalah Asalkan Tidak Ditolak""Negara ini demokrasi. Bebas berkumpul, berpendapat, iya. Tapi ingat ada batasannya, ada aturannya, ya kan?,"" kata Jokowi seusai menghadiri acara pembukaan pekan orientasi calon legislatif Partai NasDem di Hotel Mercure, Ancol, Jakarta, Sabtu, 1 September 2018.Menurut Jokowi, langkah kepolisian yang membubarkan deklarasi #2019GantiPresiden sudah tepat dengan pertimbangan keamanan. Deklarasi ini di sejumlah tempat dinilai berpotensi memicu bentrokan antara pihak yang pro dan kontra.""Kalau polisi gak apa-apa dan terjadi benturan, yang disalahkan siapa? Polisi lagi. Proses pencegahan itu memang sudah menjadi tugas (Polri),"" kata dia.Jokowi menuturkan andai deklarasi #2019GantiPresiden tidak menuai pertentangan dan penolakan oleh masyarakat, maka seharusnya bisa dilakukan di mana saja. ""Sekali lagi ini negara demokrasi. Bebas berkumpul, berserikat, sekali lagi ada aturannya jangan sampai menabrak keamanan, ketertiban sosial,"" ujarnya.Baca juga: Inisiator: Semakin Ditekan, #2019GantiPresiden Semakin BesarSebelumnya, di sejumlah daerah terjadi penolakan terhadap deklarasi #2019GantiPresiden. Di Pekanbaru, Riau, sejumlah massa menolak kedatangan aktivis gerakan ini, Neno Warisman, pada Sabtu, 25 Agustus 2018. Kepala Kepolisian Daerah Riau Brigadir Jenderal Widodo Eko Prihastopo bahkan meminta deklarasi tersebut dibatalkan.Sementara itu, massa aksi #2019GantiPresiden sempat terlibat bentrokan dengan pihak yang kontra di Surabaya, Jawa Timur, berselang sehari setelah insiden penolakan Neno Warisman di Pekanbaru."
52	Tak Hadiri Penutupan Asian Games, Jokowi: Saya Akan ke Lombok - nasional Tempo.co	"	 TEMPO.CO, Jakarta - Presiden Joko Widodo atau Jokowi mengatakan tidak bisa menghadiri upacara penutupan Asian Games 2018 yang akan berlangsung pada Ahad, 2 September 2018. Ia beralasan harus terbang ke Lombok, Nusa Tenggara Barat, untuk menengok korban gempa Lombok.Baca juga: Ini 5 Fakta Menjelang Upacara Penutupan Asian Games 2018Meski tidak hadir di Stadion Utama Gelora Bung Karno, Jokowi mengatakan tetap akan menyaksikan upacara penutupan melalui siaran televisi bersama dengan masyarakat Lombok.""Saya besok akan ke Lombok, NTB, pagi hari. Iya besok (nonton bareng) di sana,"" kata Jokowi setelah menghadiri acara pembukaan pekan orientasi calon legislatif Partai NasDem di Hotel Mercure, Ancol, Jakarta, Sabtu, 1 September 2018.Sebelumnya, saat pembukaan Asian Games 2018 pada 18 Agustus 2018, Jokowi merupakan tokoh yang menjadi perhatian. Sebab, ketika itu, kedatangannya ke GBK dari Istana Bogor dikemas dengan aksi ekstrem.Baca juga: Jokowi: Indonesia Segera Ajukan Diri Tuan Rumah Olimpiade 2032Saat pembukaan, sebuah video kala Jokowi hendak menuju GBK dari Istana Bogor diputar. Dalam tayangan itu, rombongan Jokowi yang tengah berjalan beriringan terjebak macet oleh warga Jakarta yang memadati jalan menyaksikan acara pembukaan Asian Games 2018.Presiden Joko Widodo atau Jokowi mengendarai sepeda motor pada upacara pembukaan Asian Games ke-18 tahun 2018 di Stadion Utama Gelora Bung Karno, Senayan, Jakarta, Sabtu, 18 Agustus 2018. INASGOC/Dhoni SetiawanDemi menembus kemacetan, Jokowi, yang diperankan oleh stuntman, memilih keluar dari mobilnya dan menaiki sepeda motor besar milik Pasukan Pengamanan Presiden. Berbagai aksi ekstrem dilakukan Jokowi dengan sepeda motor besar itu untuk bisa sampai di GBK. Mulai menerbangkan sepeda motor, meliuk-liuk di tengah kemacetan dan gang-gang sempit Jakarta, hingga rem mendadak dengan gaya stoppie.Baca: 7 Fakta Upacara Penutupan Asian Games 2018 dalam AngkaWakil Presiden Jusuf Kalla rencananya menggantikan Presiden Jokowi memimpin upacara penutupan Asian Games 2018."
53	Tolak #2019GantiPresiden, Massa Bakar Ban di Kantor PKS Sumut - nasional Tempo.co	"	 TEMPO.CO, Jakarta - Sekelompok orang yang menamakan diri Gerakan Masyarakat Sumut Selamatkan NKRI berunjuk rasa di depan kantor Dewan Pengurus Wilayah Partai Keadilan Sejahtera atau DPW PKS Sumatera Utara, di Jalan Kenanga Raya, Tanjung Sari, Medan Selayang, Senin, 10 September 2018. Massa menilai gerakan tanda pagar (tagar) #2019GantiPresiden yang digerakkan oleh politikus PKS, Mardani Ali Sera, bertujuan mengganti dasar negara Pancasila.Baca juga: Mantan Kepala BAIS: Narasi Gerakan #2019GantiPresiden SalahMenurut pengunjuk rasa, gerakan #2019GantiPresiden sengaja digerakkan PKS karena kecewa dengan sikap pemerintahan Jokowi - Jusuf Kalla yang membubarkan Organisasi Hizbut Tahrir Indonesia (HTI).Massa membentangkan spanduk bertulisan Gerakan #2019GantiPresiden sebagai percobaan makar. Selain membentangkan spanduk, massa yang didominasi pemuda dan mahasiswa Universitas Sumatera Utara (USU) tersebut membakar ban bekas persis di depan kantor DPW PKS.""April 2019 pemilu dan pilpres secara serentak dilakukan. Kita semua ingin pesta demokrasi itu damai. Ajakan ganti presiden 2019 sebelum April 2019 berpotensi membenturkan masyarakat. Bahkan ajakan tersebut akan mereka gaungkan lebih besar lagi jika calon presiden yang didukung PKS kalah April 2019,"" kata Syaid Akbar Pamungkas, juru bicara pengunjuk rasa.Baca juga: Pengamat Sarankan #2019GantiPresiden Memperjelas Visi dan MisiPengunjuk rasa menilai PKS melakukan gerakan #2019gantiPresiden itu dengan sasaran untuk menaikkan citra di mata publik, juga dengan sasaran akhir mengajak rakyat antinegara. ""Padahal sudah jelas pemilihan presiden dan wakil presiden pada pilpres 2019 hanya akan diikuti dua pasang calon,"" kata Syaid Akbar.Ia mengatakan PKS silakan bantu saja capres yang mereka dukung agar menang tapi jangan menebar kebencian kepada negara dan simbol negara. ""Pilpres sebagai sarana demokrasi dibangun dengan susah payah dan dengan biaya yang mahal,"" ujarnya.Ratusan polisi berpakaian dinas dan sipil menjaga aksi unjuk rasa. Akibat aksi ini, jalan di depan kantor DPW PKS, yang menghubungkan Jalan Dokter Mansyur Kampus USU dengan Jalan Ringroad Medan macet. Polisi terpaksa mengalihkan arus lalu lintas."
